location,price,bedrooms,bathrooms,size
"Naya Nazimabad - Block D, Naya Nazimabad, Karachi",36000000,4,4,1440.0
"Naya Nazimabad - Block D, Naya Nazimabad, Karachi",35000000,4,4,1440.0
"DHA Phase 6, DHA Defence, Karachi",250000000,6,6,9000.0
"DHA Phase 5, DHA Defence, Karachi",265000000,6,6,9000.0
"Punjabi Saudagar Society Phase 2, Scheme 33 - Sector 50, Karachi",25000000,4,5,1080.0
"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal, Karachi",12500000,3,3,1197.0
"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal, Karachi",11500000,3,3,1179.0
"Bahria Apartments, Bahria Town Karachi, Karachi",7300000,2,2,954.0
"Bahria Town Karachi, Karachi, Karachi",7900000,2,2,999.0
"Bahria Town Karachi, Karachi, Karachi",82500000,5,5,4500.0
"Emaar Crescent Bay, DHA Phase 8, Karachi",71000000,3,5,2187.0
"Clifton, Karachi, Karachi",58500000,3,4,2196.0
"DHA Phase 5, DHA Defence, Karachi",8900000,2,2,954.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",18000000,3,3,1800.0
"Punjab Colony, Karachi, Karachi",15000000,4,4,2403.0
"Punjab Colony, Karachi, Karachi",7000000,2,2,900.0
"Badar Commercial Area, DHA Phase 5, Karachi",12000000,2,2,999.0
"Navy Housing Scheme Zamzama, Zamzama, Karachi",600000000,10,10,7200.0
"Navy Housing Scheme Zamzama, Zamzama, Karachi",190000000,5,5,3150.0
"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi",8500000,2,2,954.0
"Emaar Pearl Towers, Emaar Crescent Bay, Karachi",65000000,3,4,2187.0
"Naya Nazimabad, Karachi, Karachi",31500000,3,3,1080.0
"Naya Nazimabad - Block A, Naya Nazimabad, Karachi",31500000,3,3,1080.0
"Naya Nazimabad, Karachi, Karachi",27500000,3,3,1080.0
"Naya Nazimabad, Karachi, Karachi",27000000,3,3,1080.0
"Naya Nazimabad, Karachi, Karachi",26000000,3,3,1080.0
"Naya Nazimabad, Karachi, Karachi",25000000,3,3,1080.0
"DHA Phase 8, DHA Defence, Karachi",51000000,4,5,1080.0
"Navy Housing Scheme Karsaz, Karachi, Karachi",78500000,4,4,4203.0
"Bahria Apartments, Bahria Town Karachi, Karachi",8500000,2,2,954.0
"DHA Phase 7, DHA Defence, Karachi",115000000,6,8,4500.0
"Bahria Town - Ali Block, Bahria Town - Precinct 12, Karachi",10200000,2,2,927.0
"Bahria Town - Precinct 10, Bahria Town Karachi, Karachi",14000000,3,3,1296.0
"Bahria Hills, Bahria Town Karachi, Karachi",10200000,2,2,927.0
"Bahria Town - Precinct 11, Bahria Town Karachi, Karachi",6200000,1,1,567.0
"Emaar Panorama, DHA Phase 8, Karachi",41700000,1,2,1377.0
"Askari 5 - Sector J, Askari 5, Karachi",66000000,5,5,3375.0
"Bahria Town - Precinct 35, Bahria Sports City, Karachi",22500000,3,3,3150.0
"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar, Karachi",14500000,2,2,999.0
"Navy Housing Scheme Karsaz, Karachi, Karachi",80000000,5,5,3600.0
"Clifton - Block 2, Clifton, Karachi",30000000,3,3,1998.0
"Clifton - Block 2, Clifton, Karachi",55000000,6,6,2160.0
"Clifton - Block 4, Clifton, Karachi",20000000,3,3,1647.0
"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi",19500000,3,3,1548.0
"Naya Nazimabad - Block B, Naya Nazimabad, Karachi",27500000,3,3,1080.0
"Naya Nazimabad - Block B, Naya Nazimabad, Karachi",27000000,3,3,1080.0
"Naya Nazimabad - Block B, Naya Nazimabad, Karachi",26000000,3,3,1080.0
"Naya Nazimabad - Block B, Naya Nazimabad, Karachi",25000000,3,3,1080.0
"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Karachi",18500000,3,3,1350.0
"Bahria Town - Ali Block, Bahria Town - Precinct 12, Karachi",14500000,3,3,1125.0
"Bahria Paradise, Bahria Town Karachi, Karachi",45000000,5,5,4500.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",10200000,2,2,927.0
"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal, Karachi",15500000,0,0,1350.0
"Saadi Town - Block 7, Saadi Town, Karachi",23500000,4,5,1080.0
"Bahria Town - Precinct 35, Bahria Sports City, Karachi",20500000,4,4,3150.0
"Bahria Town - Precinct 8, Bahria Town Karachi, Karachi",6200000,1,1,576.0
"DHA Phase 7, DHA Defence, Karachi",150000000,5,6,4500.0
"Emaar Panorama, DHA Phase 8, Karachi",68500000,2,4,1800.0
"Emaar Panorama, DHA Phase 8, Karachi",123900000,4,6,4203.0
"Emaar Panorama, DHA Phase 8, Karachi",125000000,3,5,2799.0
"DHA Phase 7, DHA Defence, Karachi",65000000,4,5,2250.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",17000000,3,3,1800.0
"Saima Arabian Villas, Gadap Town, Karachi",17400000,3,3,1440.0
"Bahria Sports City, Bahria Town Karachi, Karachi",20500000,5,6,3150.0
"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi",16500000,3,3,1602.0
"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi",14000000,2,2,1098.0
"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar, Karachi",21000000,3,3,1503.0
"DHA Phase 5, DHA Defence, Karachi",160000000,5,5,4500.0
"North Nazimabad - Block H, North Nazimabad, Karachi",9500000,2,2,954.0
"Bahria Town - Precinct 1, Bahria Town Karachi, Karachi",30000000,4,4,2250.0
"Navy Housing Scheme Karsaz, Karachi, Karachi",77500000,5,5,3501.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",17000000,3,3,1800.0
"Askari 5 - Sector J, Askari 5, Karachi",36000000,3,3,2700.0
"Tauheed Commercial Area, DHA Phase 5, Karachi",14000000,4,4,1998.0
"Federal B Area - Block 15, Federal B Area, Karachi",30000000,6,7,1296.0
"North Nazimabad - Block F, North Nazimabad, Karachi",29000000,4,4,2403.0
"Emaar The Views, DHA Phase 8, Karachi",224300000,4,5,3708.0
"Askari 5 - Sector J, Askari 5, Karachi",69000000,5,5,3375.0
"Askari 5 - Sector J, Askari 5, Karachi",38000000,3,3,2700.0
"Falaknaz Dreams, Malir, Karachi",13000000,3,4,1080.0
"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A, Karachi",47500000,0,0,2160.0
"Creek Vista, DHA Phase 8, Karachi",72500000,4,5,3762.0
"DHA Phase 2, DHA Defence, Karachi",125000000,9,10,4500.0
"North Nazimabad - Block H, North Nazimabad, Karachi",17500000,3,3,1503.0
"North Nazimabad - Block H, North Nazimabad, Karachi",14500000,3,3,2097.0
"North Nazimabad - Block F, North Nazimabad, Karachi",19000000,3,3,1503.0
"North Nazimabad - Block H, North Nazimabad, Karachi",95000000,6,6,3744.0
"North Nazimabad - Block D, North Nazimabad, Karachi",14000000,2,2,1404.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Cosmopolitan Society, Karachi, Karachi",50000000,4,6,2997.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",16000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Falaknaz Presidency, Malir, Karachi",10500000,0,0,1053.0
"DHA Phase 4, DHA Defence, Karachi",91500000,5,6,2700.0
"North Karachi - Sector 11A, North Karachi, Karachi",32500000,3,3,2592.0
"North Town Residency, Surjani Town, Karachi",7500000,2,3,900.0
"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar, Karachi",16000000,3,3,1503.0
"Bahria Sports City, Bahria Town Karachi, Karachi",19700000,4,4,3150.0
"Mateen Complex, Bin Qasim Town, Karachi",4000000,3,3,801.0
"DHA Phase 5, DHA Defence, Karachi",80000000,5,5,3600.0
"Soomra Society, Scheme 33, Karachi",40000000,6,8,2160.0
"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar, Karachi",18000000,4,4,2403.0
"Askari 5 - Sector H, Askari 5, Karachi",80000000,5,5,3375.0
"Askari 5 - Sector H, Askari 5, Karachi",80000000,5,5,3375.0
"Gulshan-e-Jamal, Gulshan-e-Iqbal Town, Karachi",67500000,6,6,2700.0
"North Nazimabad - Block F, North Nazimabad, Karachi",35000000,3,3,2700.0
"North Nazimabad - Block H, North Nazimabad, Karachi",16500000,3,3,1602.0
"North Nazimabad - Block L, North Nazimabad, Karachi",57000000,7,8,2160.0
"North Nazimabad - Block C, North Nazimabad, Karachi",24000000,3,3,1800.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",17000000,3,3,2115.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Rufi Lake Drive Apartments, Karachi, Karachi",18000000,4,4,2403.0
"Clifton - Block 2, Clifton, Karachi",16000000,3,0,1152.0
"Bahria Town - Ali Block, Bahria Town - Precinct 12, Karachi",14000000,3,3,1125.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",15000000,3,3,2115.0
"Falcon Complex New Malir, Malir, Karachi",91000000,5,5,4500.0
"DHA Phase 6, DHA Defence, Karachi",110000000,5,5,2700.0
"Amir Khusro, Karachi, Karachi",50000000,4,5,3150.0
"Creek Vista, DHA Phase 8, Karachi",69500000,3,0,2250.0
"Bahria Town Karachi, Karachi, Karachi",8500000,3,3,1125.0
"Bahria Town Karachi, Karachi, Karachi",18000000,4,4,2448.0
"Askari 4, Gulistan-e-Jauhar, Karachi",55000000,3,3,2304.0
"Askari 4, Gulistan-e-Jauhar, Karachi",55000000,3,3,2304.0
"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar, Karachi",75000000,7,6,5400.0
"Saima Jinnah Avenue, Malir, Karachi",19500000,2,3,1350.0
"DHA Phase 8, DHA Defence, Karachi",36000000,4,4,2097.0
"Diamond Residency, Defence View Phase 2, Karachi",10000000,2,2,1080.0
"North Karachi - Sector 5-C/2, North Karachi - Sector 5-C, Karachi",10000000,4,3,720.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 4, Bahria Town Karachi, Karachi",30000000,5,5,4500.0
"Bahria Town - Ali Block, Bahria Town - Precinct 12, Karachi",8500000,3,3,1125.0
"Bahria Town - Ali Block, Bahria Town - Precinct 12, Karachi",8500000,3,3,1125.0
"Bahria Town Karachi, Karachi, Karachi",8500000,3,3,1125.0
"Bahria Town Karachi, Karachi, Karachi",8500000,3,3,1125.0
"Bahria Sports City, Bahria Town Karachi, Karachi",23500000,4,4,3150.0
"Bahria Town - Precinct 4, Bahria Town Karachi, Karachi",30000000,5,5,4500.0
"Bahria Town - Ali Block, Bahria Town - Precinct 12, Karachi",8500000,3,3,1125.0
"Bahria Town Karachi, Karachi, Karachi",8500000,3,3,1125.0
"Bahria Town Karachi, Karachi, Karachi",8500000,3,3,1125.0
"Askari 5 - Sector B, Askari 5, Karachi",80000000,5,5,4500.0
"Askari 5 - Sector H, Askari 5, Karachi",90000000,5,5,3843.0
"North Karachi - Sector 5-C/2, North Karachi - Sector 5-C, Karachi",14000000,4,4,720.0
"North Nazimabad - Block J, North Nazimabad, Karachi",20000000,3,4,1800.0
"North Nazimabad, Karachi, Karachi",19500000,4,4,1980.0
"North Nazimabad - Block D, North Nazimabad, Karachi",14500000,3,3,2250.0
"North Nazimabad - Block K, North Nazimabad, Karachi",5500000,2,2,702.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",20000000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Karachi University Housing Society, Scheme 33, Karachi",5700000,3,2,648.0
"Surjani Town - Sector 7A, Surjani Town, Karachi",2800000,1,1,450.0
"Creek Vista, DHA Phase 8, Karachi",67500000,3,3,3249.0
"Gulshan-e-Maymar, Gadap Town, Karachi",58000000,6,6,2394.0
"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal, Karachi",11000000,3,3,1251.0
"DHA Phase 6, DHA Defence, Karachi",80000000,5,5,4500.0
"Gulshan-e-Jamal, Gulshan-e-Iqbal Town, Karachi",60000000,8,6,2925.0
"Gulshan-e-Azeem, Scheme 33, Karachi",23000000,4,6,1080.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",18000000,3,3,1800.0
"Bahria Town - Precinct 18, Bahria Town Karachi, Karachi",4200000,2,2,900.0
"Askari 5, Malir Cantonment, Karachi",46500000,4,4,2970.0
"Askari 5, Malir Cantonment, Karachi",38500000,3,3,2574.0
"North Nazimabad - Block K, North Nazimabad, Karachi",5500000,2,2,702.0
"North Nazimabad - Block K, North Nazimabad, Karachi",5500000,2,2,702.0
"North Nazimabad - Block M, North Nazimabad, Karachi",8000000,2,2,747.0
"Federal B Area - Block 21, Federal B Area, Karachi",30000000,3,3,1080.0
"North Nazimabad - Block N, North Nazimabad, Karachi",9500000,3,2,1350.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",20500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Sports City, Bahria Town Karachi, Karachi",20500000,4,4,3150.0
"DHA Phase 5, DHA Defence, Karachi",150000000,8,6,5400.0
"Naya Nazimabad, Karachi, Karachi",15400000,2,2,1251.0
"Naya Nazimabad, Karachi, Karachi",20600000,3,3,1746.0
"Maniya Cooperative Housing Society, PECHS, Karachi",43000000,4,4,2250.0
"DHA Phase 5 Extension, DHA Phase 5, Karachi",105000000,5,6,4500.0
"Naya Nazimabad - Block D, Naya Nazimabad, Karachi",37000000,4,5,1440.0
"Naya Nazimabad - Block D, Naya Nazimabad, Karachi",36000000,5,6,1440.0
"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi",18000000,3,3,1800.0
"Bahria Town - Precinct 17, Bahria Town Karachi, Karachi",6000000,2,2,1404.0
"Askari 5, Malir Cantonment, Karachi",38500000,3,3,2574.0
"Askari 5, Malir Cantonment, Karachi",72000000,5,6,3375.0
"Emaar Crescent Bay, DHA Phase 8, Karachi",82500000,4,5,2628.0
"PECHS Block 6, PECHS, Karachi",120000000,0,0,5400.0
"Hill Park, Karachi, Karachi",18000000,0,0,1800.0
"Hill Park, Karachi, Karachi",17500000,0,0,1800.0
"Federal B Area - Block 9, Federal B Area, Karachi",7500000,2,2,1080.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Karachi",23500000,3,3,1800.0
"Bahria Town - Ali Block, Bahria Town - Precinct 12, Karachi",15000000,3,3,1125.0
"Navy Housing Scheme Karsaz, Karachi, Karachi",102500000,5,5,3150.0
"Bahria Central Park Apartments, Bahria Town Karachi, Karachi",9000000,2,2,1098.0
"Falcon Complex New Malir, Malir, Karachi",82500000,5,5,4500.0
"Falcon Complex New Malir, Malir, Karachi",90000000,5,5,4500.0
"Falcon Complex New Malir, Malir, Karachi",80000000,4,5,3150.0
"DHA Phase 8, DHA Defence, Karachi",37000000,3,4,900.0
"Falcon Complex New Malir, Malir, Karachi",78000000,5,5,4500.0
"Falcon Complex New Malir, Malir, Karachi",77500000,4,5,3150.0
"Shaheed Millat Road, Karachi, Karachi",60000000,4,5,2898.0
"DHA Phase 7, DHA Defence, Karachi",95000000,4,5,4500.0
"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal, Karachi",14000000,0,0,1827.0
"Bahadurabad, Gulshan-e-Iqbal Town, Karachi",42500000,4,4,2196.0
"Askari 5, Malir Cantonment, Karachi",72000000,5,6,3375.0
"DHA Phase 6, DHA Defence, Karachi",160000000,6,6,5994.0
"North Nazimabad - Block L, North Nazimabad, Karachi",11000000,3,2,1197.0
"North Nazimabad - Block H, North Nazimabad, Karachi",20500000,3,3,2097.0
"North Nazimabad - Block H, North Nazimabad, Karachi",49000000,7,8,2097.0
"North Nazimabad, Karachi, Karachi",66000000,10,6,4275.0
"North Nazimabad - Block H, North Nazimabad, Karachi",24000000,3,4,2097.0
"Bahria Town - Precinct 1, Bahria Town Karachi, Karachi",45000000,5,6,2448.0
"Bahria Town - Precinct 1, Bahria Town Karachi, Karachi",36000000,5,6,2448.0
"Bahria Town - Precinct 1, Bahria Town Karachi, Karachi",37000000,5,6,2448.0
"Bahria Town - Precinct 1, Bahria Town Karachi, Karachi",36000000,5,6,2448.0
"Bahria Town - Precinct 2, Bahria Town Karachi, Karachi",23000000,3,4,1800.0
"Bahria Paradise, Bahria Town Karachi, Karachi",50000000,5,6,4500.0
"Bahria Town - Precinct 1, Bahria Town Karachi, Karachi",36000000,5,6,2448.0
"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi",16200000,3,4,2115.0
"Sharfabad, Gulshan-e-Iqbal Town, Karachi",42000000,5,6,2403.0
"Shaheed Millat Road, Karachi, Karachi",42500000,3,4,1701.0
"Shaheed Millat Road, Karachi, Karachi",44000000,3,3,1701.0
"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal, Karachi",6500000,2,2,747.0
"Clifton - Block 5, Clifton, Karachi",137500000,6,6,4680.0
"Navy Housing Scheme Zamzama, Zamzama, Karachi",220000000,4,4,3150.0
"Navy Housing Scheme Zamzama, Zamzama, Karachi",137500000,6,6,4680.0
"Navy Housing Scheme Karsaz, Karachi, Karachi",87500000,5,5,3501.0
"Navy Housing Scheme Karsaz, Karachi, Karachi",85000000,5,5,3501.0
"Navy Housing Scheme Karsaz, Karachi, Karachi",110000000,5,6,3150.0
"Saima Arabian Villas, Gadap Town, Karachi",16500000,3,3,1440.0
"DHA Phase 8, DHA Defence, Karachi",160000000,5,6,4500.0
"North Nazimabad - Block H, North Nazimabad, Karachi",21000000,3,3,2097.0
"North Nazimabad - Block L, North Nazimabad, Karachi",12000000,2,3,999.0
"North Nazimabad - Block H, North Nazimabad, Karachi",18000000,3,3,2097.0
"North Nazimabad - Block F, North Nazimabad, Karachi",29000000,4,4,2403.0
"North Nazimabad - Block J, North Nazimabad, Karachi",8500000,2,2,900.0
"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi",15300000,3,4,2115.0
"Bahria Sports City, Bahria Town Karachi, Karachi",21000000,5,6,3150.0
"Bahria Town - Precinct 6, Bahria Town Karachi, Karachi",34000000,5,6,2448.0
"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi",9000000,2,2,954.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",19200000,3,3,1800.0
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Karachi",19300000,3,4,1800.0
"Malir, Karachi, Karachi",5500000,0,0,720.0
"Al Amin Society, Malir, Karachi",14500000,0,0,756.0
"Navy Housing Scheme Karsaz, Karachi, Karachi",130000000,5,5,3150.0
"North Nazimabad - Block F, North Nazimabad, Karachi",27500000,4,5,1854.0
"North Nazimabad - Block F, North Nazimabad, Karachi",26500000,0,0,1998.0
"Clifton - Block 4, Clifton, Karachi",12000000,2,2,1197.0
"Clifton - Block 4, Clifton, Karachi",16000000,3,3,1602.0
"Bahria Sports City, Bahria Town Karachi, Karachi",21000000,4,4,3150.0
"Bahria Heights, Bahria Town Karachi, Karachi",6500000,2,2,1098.0
"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar, Karachi",16000000,3,3,1350.0
"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar, Karachi",31000000,3,3,1251.0
"Bahria Town - Precinct 35, Bahria Sports City, Karachi",21000000,4,4,3150.0
"DHA Phase 2, DHA Defence, Karachi",140000000,6,6,4500.0
"DHA Phase 6, DHA Defence, Karachi",170000000,5,6,5994.0
"North Nazimabad, Karachi, Karachi",13500000,3,4,1440.0
"North Nazimabad, Karachi, Karachi",13500000,3,4,1440.0
"North Nazimabad, Karachi, Karachi",14500000,2,2,1800.0
"North Nazimabad, Karachi, Karachi",13500000,3,3,1350.0
"North Nazimabad - Block J, North Nazimabad, Karachi",8500000,2,2,990.0
